Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Shareef Abdur-Rahim,PF,28,POR,54,1867,18.7,.581,.058,.379,7.9,16.0,12.1,10.7,1.4,1.0,13.0,22.1,0,3.9,1.5,5.4,.139,0,1.4,-0.5,0.8,1.3
2,Cory Alexander,SG,31,CHA,16,201,8.8,.451,.388,.245,4.3,12.6,8.2,27.7,2.3,0.4,25.9,16.2,0,-0.2,0.2,0.0,.002,0,-2.9,-0.5,-3.4,-0.1
3,Malik Allen,PF,26,TOT,36,519,14.2,.512,.000,.158,9.0,13.3,11.0,5.7,0.9,3.2,8.7,18.1,0,0.6,0.5,1.1,.100,0,-2.0,-0.3,-2.3,0.0
4,Ray Allen,SG,29,SEA,78,3064,20.9,.555,.372,.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,0,9.7,1.0,10.7,.168,0,5.6,-1.9,3.7,4.4
5,Tony Allen,SG,23,BOS,77,1262,14.7,.542,.080,.393,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,0,1.2,1.6,2.7,.103,0,-0.7,0.6,-0.1,0.6
6,Rafer Alston,PG,28,TOR,80,2717,16.5,.522,.399,.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,0,3.8,1.7,5.5,.098,0,2.6,-1.2,1.5,2.4
7,Chris Andersen,C,26,NOH,67,1430,18.5,.581,.008,.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,0,2.7,1.8,4.5,.152,0,-1.1,2.4,1.2,1.2
8,Derek Anderson,SG,30,POR,47,1239,11.7,.503,.386,.223,2.4,9.2,6.0,18.9,1.6,0.2,14.0,18.5,0,0.7,0.6,1.3,.052,0,-0.3,-1.8,-2.1,0.0
9,Kenny Anderson,PG,34,TOT,43,743,10.1,.467,.065,.184,3.6,10.5,6.9,22.2,2.3,0.0,18.4,16.1,0,-0.1,0.3,0.2,.011,0,-2.9,-1.5,-4.4,-0.4
10,Shandon Anderson,SF-SG,31,TOT,66,1171,9.0,.518,.134,.304,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,0,0.5,1.6,2.1,.085,0,-2.5,1.4,-1.0,0.3
11,Carmelo Anthony,SF,20,DEN,75,2608,16.7,.526,.128,.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,0,2.3,2.6,4.9,.090,0,0.1,-1.3,-1.2,0.5
12,Rafael Araujo,C,24,TOR,59,736,7.1,.492,.017,.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,0,-0.4,0.7,0.3,.016,0,-5.2,-0.7,-5.9,-0.7
13,Gilbert Arenas,PG,23,WAS,80,3274,21.3,.565,.369,.420,2.8,10.5,6.5,22.9,2.2,0.5,11.8,27.3,0,9.2,2.3,11.5,.169,0,5.5,-1.5,4.0,4.9
14,Trevor Ariza,SF,19,NYK,80,1382,13.3,.503,.033,.447,7.5,13.1,10.3,9.8,2.7,1.0,13.6,17.8,0,0.8,1.3,2.1,.073,0,-1.6,0.7,-1.0,0.4
15,Darrell Armstrong,PG,36,TOT,66,988,11.0,.430,.401,.245,4.0,9.3,6.7,27.9,2.4,0.6,17.9,17.3,0,-0.2,1.0,0.8,.039,0,-1.2,-0.4,-1.6,0.1
16,Carlos Arroyo,PG,25,TOT,70,1448,11.3,.466,.070,.347,2.1,6.5,4.3,32.3,1.7,0.2,17.8,19.3,0,0.3,1.0,1.3,.043,0,-2.3,-2.5,-4.8,-1.0
17,Chucky Atkins,PG,30,LAL,82,2903,13.4,.558,.500,.223,1.2,6.4,3.8,20.6,1.3,0.1,13.1,17.9,0,4.7,-0.2,4.5,.074,0,2.0,-2.9,-0.9,0.8
18,Stacey Augmon,SF,36,ORL,55,663,9.8,.480,.000,.461,7.7,9.0,8.4,8.1,1.8,0.9,13.4,15.3,0,0.3,0.4,0.7,.053,0,-2.5,-0.6,-3.1,-0.2
19,Maurice Baker,PG,25,TOT,5,19,-0.2,.000,.000,.000,6.3,5.8,6.1,7.2,2.8,0.0,50.0,4.8,0,0.0,0.0,0.0,-0.057,0,-7.0,2.0,-5.0,0.0
20,Vin Baker,PF-C,33,TOT,27,204,1.4,.354,.024,.405,9.7,12.7,11.2,7.2,0.5,1.5,25.6,14.9,0,-0.5,0.1,-0.4,-0.091,0,-7.2,-0.5,-7.7,-0.3
21,Marcus Banks,PG,23,BOS,81,1145,12.3,.520,.206,.570,3.0,9.7,6.4,20.3,2.8,0.9,18.1,17.2,0,0.8,1.2,1.9,.081,0,-1.3,-0.2,-1.5,0.2
22,Leandro Barbosa,PG,22,PHO,63,1087,12.8,.575,.393,.195,3.3,9.2,6.4,16.7,1.4,0.4,18.5,18.9,0,1.2,0.6,1.8,.081,0,0.5,-1.3,-0.8,0.3
23,Matt Barnes,SF,24,SAC,43,715,9.0,.465,.146,.384,7.7,13.1,10.4,11.1,2.2,0.7,20.3,13.8,0,-0.2,0.6,0.4,.028,0,-3.0,0.5,-2.5,-0.1
24,Andre Barrett,PG,22,TOT,38,483,8.6,.446,.419,.153,2.7,6.7,4.7,22.3,2.1,0.1,16.9,15.0,0,-0.1,0.5,0.4,.041,0,-2.4,-1.1,-3.5,-0.2
25,Brent Barry,SG,33,SAS,81,1742,14.0,.580,.610,.294,1.9,10.8,6.4,16.3,1.2,0.8,11.0,15.6,0,3.5,2.7,6.1,.168,0,1.7,0.3,2.0,1.8
26,Jon Barry,SG,35,TOT,69,1505,13.4,.570,.448,.193,2.0,10.1,6.2,18.1,2.1,0.5,14.4,14.4,0,2.1,1.8,3.9,.125,0,0.4,0.4,0.8,1.1
27,Tony Battie,C,28,ORL,81,1894,8.6,.498,.017,.266,6.5,20.0,13.4,3.2,0.8,3.0,17.0,11.0,0,0.1,1.9,2.0,.051,0,-3.9,1.0,-2.9,-0.4
28,Shane Battier,SG,26,MEM,80,2516,14.8,.555,.289,.372,7.6,12.1,9.8,8.3,2.0,2.4,9.5,14.8,0,4.4,3.4,7.8,.149,0,1.3,2.4,3.7,3.6
29,Lonny Baxter,PF,26,NOH,4,36,-8.0,.253,.000,.182,12.6,13.7,13.2,0.0,0.0,0.0,25.2,20.5,0,-0.2,0.0,-0.2,-0.266,0,-14.4,-6.2,-20.6,-0.2
30,Raja Bell,SG,28,UTA,63,1790,12.2,.527,.201,.225,3.2,10.9,7.0,9.3,1.3,0.4,9.7,20.9,0,1.6,0.6,2.2,.060,0,0.0,-2.1,-2.1,0.0
31,Jonathan Bender,SF,24,IND,7,93,5.8,.422,.125,.150,6.5,11.4,9.0,8.6,0.6,1.6,19.0,27.1,0,-0.3,0.1,-0.2,-0.120,0,-7.6,-2.3,-10.0,-0.2
32,Travis Best,PG,32,NJN,76,1461,11.9,.508,.188,.270,1.5,7.4,4.4,17.4,2.4,0.5,11.7,18.4,0,0.8,1.8,2.5,.084,0,-2.1,-0.8,-2.9,-0.3
33,Mike Bibby,PG,26,SAC,80,3084,19.2,.543,.288,.327,2.8,9.2,6.0,28.1,2.1,0.7,12.3,23.8,0,6.6,1.9,8.5,.133,0,3.5,-1.2,2.3,3.3
34,Andris Biedrins,C,18,GSW,30,384,14.8,.570,.013,.513,12.7,21.1,16.7,4.9,1.6,4.4,11.2,12.4,0,0.7,0.6,1.2,.154,0,-1.9,2.0,0.2,0.2
35,Chauncey Billups,PG,28,DET,80,2866,19.0,.609,.424,.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,0,8.6,3.5,12.1,.202,0,4.7,-0.9,3.8,4.2
36,Steve Blake,PG,24,WAS,44,648,8.4,.468,.500,.220,3.0,9.5,6.2,16.2,1.0,0.0,16.0,16.4,0,0.0,0.2,0.3,.020,0,-2.2,-2.9,-5.1,-0.5
37,Mark Blount,C,29,BOS,82,2130,12.5,.559,.002,.265,8.0,13.6,10.9,9.9,0.8,2.3,18.6,17.9,0,1.2,1.6,2.8,.063,0,-1.4,0.2,-1.2,0.4
38,Tony Bobbitt,SG,25,LAL,2,12,11.7,.500,.400,.000,0.0,28.0,14.1,0.0,0.0,0.0,0.0,18.8,0,0.0,0.0,0.0,.059,0,-5.5,-8.4,-13.9,0.0
39,Keith Bogans,SG,24,CHA,74,1791,10.4,.465,.251,.266,4.6,10.1,7.2,12.6,2.0,0.3,13.7,22.0,0,-1.0,1.1,0.1,.002,0,-1.7,-1.1,-2.7,-0.3
40,Matt Bonner,C,24,TOR,82,1553,14.7,.596,.199,.153,7.7,13.1,10.4,5.3,1.3,0.9,7.5,15.7,0,3.3,0.9,4.2,.130,0,0.9,-1.1,-0.1,0.7
41,Calvin Booth,C,28,TOT,51,451,11.9,.508,.009,.296,7.4,19.7,13.6,2.7,1.7,4.6,11.6,13.8,0,0.3,0.7,1.0,.101,0,-3.7,1.5,-2.1,0.0
