Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
23,Larry Bird*,SF,31,BOS,76,2965,27.8,.608,.142,.271,4.6,22.3,14.0,25.7,2.1,1.1,10.2,30.2,0,11.2,3.8,15.0,.243,0,7.5,1.3,8.8,8.1
24,Otis Birdsong,SG,32,NJN,67,1882,10.4,.470,.034,.125,4.3,6.0,5.1,18.7,1.4,0.4,14.2,20.3,0,-0.9,0.8,-0.1,-0.003,0,-2.2,-1.5,-3.7,-0.8
25,Uwe Blab,C,25,DAL,73,658,7.4,.504,.000,.492,8.7,13.3,11.1,6.9,0.6,2.5,23.4,13.2,0,-0.1,0.6,0.5,.036,0,-3.9,0.6,-3.3,-0.2
26,Rolando Blackman,SG,28,DAL,71,2580,16.0,.544,.005,.361,3.5,6.8,5.2,15.1,1.2,0.4,10.6,21.8,0,5.1,1.6,6.8,.126,0,1.2,-1.1,0.0,1.3
27,Nate Blackwell,PG,22,SAS,10,112,6.1,.424,.268,.146,1.9,3.9,2.9,20.0,1.2,0.0,15.5,18.2,0,-0.1,0.0,-0.1,-0.045,0,-3.9,-4.7,-8.6,-0.2
28,Muggsy Bogues,PG,23,WSB,79,1628,12.7,.429,.038,.174,2.4,7.0,4.7,33.5,3.8,0.1,18.0,14.2,0,0.2,2.1,2.3,.066,0,-1.5,0.2,-1.3,0.3
29,Manute Bol,C,25,WSB,77,1136,10.8,.472,.006,.297,7.0,20.2,13.5,1.5,0.5,10.6,15.8,8.0,0,-0.1,2.1,2.0,.085,0,-5.2,5.6,0.5,0.7
30,Dudley Bradley,SG,30,TOT,65,1437,11.4,.519,.279,.266,1.9,8.5,5.1,15.0,3.9,1.8,17.8,14.6,0,0.1,1.8,1.9,.064,0,-1.5,2.1,0.6,0.9
31,Adrian Branch,SF,24,NJN,20,308,10.4,.461,.037,.172,7.3,10.9,9.0,8.3,2.5,2.2,16.8,23.7,0,-0.5,0.3,-0.1,-0.021,0,-4.5,-0.2,-4.7,-0.2
32,Randy Breuer,C,27,MIL,81,2258,15.3,.530,.000,.363,9.5,18.0,13.7,6.7,1.0,2.8,10.5,19.0,0,2.4,2.8,5.1,.109,0,-0.9,0.9,0.0,1.1
33,Frank Brickowski,C,28,SAS,70,2227,16.0,.584,.006,.434,8.0,15.5,11.7,16.0,1.5,0.9,17.8,20.7,0,3.0,1.1,4.1,.088,0,1.2,-0.3,0.9,1.7
34,Michael Brooks,SF,29,DEN,16,133,9.6,.424,.000,.082,14.5,20.5,17.4,12.2,1.4,0.4,19.1,18.4,0,-0.1,0.2,0.0,.016,0,-3.9,0.1,-3.8,-0.1
35,Mike Brown,C,24,CHI,46,591,10.0,.480,.006,.408,12.9,17.9,15.4,6.5,0.9,0.4,15.6,17.7,0,0.0,0.7,0.7,.058,0,-3.2,-1.2,-4.4,-0.4
36,Steve Burtt,SG,25,LAC,19,312,10.2,.508,.029,.500,2.0,7.4,4.6,20.1,1.5,0.9,19.2,27.2,0,-0.4,0.2,-0.1,-0.019,0,-4.0,-2.2,-6.2,-0.3
37,Michael Cage,PF,26,LAC,72,2660,16.4,.537,.001,.619,14.3,23.5,18.8,6.2,1.6,1.2,14.1,17.3,0,2.9,3.8,6.7,.121,0,-0.7,1.5,0.8,1.9
38,Tony Campbell,SF,25,LAL,13,242,14.2,.605,.030,.386,3.9,8.5,6.3,9.3,2.2,0.5,18.0,24.9,0,0.2,0.2,0.4,.079,0,-1.1,-1.6,-2.7,0.0
39,Rick Carlisle,SG,28,NYK,26,204,9.0,.515,.254,.164,3.3,4.1,3.6,22.2,2.6,1.2,23.4,18.7,0,-0.1,0.2,0.2,.036,0,-2.5,-1.1,-3.6,-0.1
40,Antoine Carr,PF,26,ATL,80,1483,15.5,.590,.008,.352,7.0,14.7,10.8,10.2,1.3,3.4,16.3,20.2,0,2.0,1.8,3.8,.122,0,0.3,1.4,1.7,1.4
41,Joe Barry Carroll,C,29,TOT,77,2004,13.6,.477,.002,.244,6.9,18.9,12.9,8.3,1.2,3.0,13.8,23.8,0,-1.1,2.7,1.6,.039,0,-3.6,0.5,-3.0,-0.5
42,Bill Cartwright,C,30,NYK,82,1676,17.8,.639,.000,.807,8.4,18.1,13.1,7.5,1.2,1.6,15.9,20.6,0,4.3,2.1,6.4,.183,0,0.8,0.0,0.9,1.2
43,Terry Catledge,PF,24,WSB,70,1610,14.7,.542,.003,.402,12.4,15.2,13.8,5.9,1.0,0.3,12.8,20.2,0,2.0,1.5,3.5,.103,0,0.3,-1.2,-1.0,0.4
44,Tom Chambers,PF,28,SEA,82,2680,16.8,.526,.080,.380,5.5,15.3,10.3,11.9,1.6,1.2,11.6,27.0,0,3.7,2.7,6.4,.114,0,0.6,-0.7,-0.1,1.3
45,Maurice Cheeks,PG,31,PHI,79,2871,18.0,.551,.025,.318,2.4,7.9,5.1,33.6,2.9,0.5,14.0,16.9,0,6.1,2.2,8.3,.138,0,2.3,-0.5,1.8,2.7
46,Ben Coleman,PF,26,TOT,70,1498,12.0,.555,.007,.408,8.8,18.5,13.5,6.4,1.4,1.6,19.2,18.6,0,0.4,1.4,1.8,.058,0,-2.5,-0.1,-2.6,-0.2
47,Norris Coleman,SF,26,LAC,29,431,6.6,.370,.010,.188,8.6,11.5,10.0,4.6,1.2,0.8,7.2,21.0,0,-0.8,0.4,-0.4,-0.046,0,-6.3,-2.0,-8.3,-0.7
48,Steve Colter,PG,25,TOT,68,1513,12.8,.501,.023,.215,4.3,8.6,6.4,24.4,2.0,0.5,15.4,15.6,0,1.2,1.4,2.6,.081,0,-0.3,0.1,-0.2,0.7
49,Dallas Comegys,PF,23,NJN,75,1122,9.5,.487,.003,.413,5.4,17.5,11.3,8.6,1.6,3.8,21.3,20.5,0,-1.6,1.3,-0.3,-0.012,0,-5.8,1.3,-4.6,-0.7
50,Lester Conner,PG,28,HOU,52,399,13.6,.524,.065,.380,5.3,4.7,5.0,19.6,4.5,0.1,20.7,16.0,0,0.1,0.6,0.7,.090,0,-1.2,1.2,0.0,0.2
51,Jeff Cook,PF,31,PHO,33,359,5.7,.358,.017,.475,11.5,21.8,16.6,4.5,1.2,1.3,16.4,9.7,0,-0.2,0.3,0.1,.017,0,-5.1,0.4,-4.8,-0.3
52,Michael Cooper,SG,31,LAL,61,1793,11.6,.500,.369,.234,3.3,10.7,7.2,20.2,1.8,0.8,16.0,14.7,0,1.3,1.8,3.1,.082,0,0.0,0.5,0.5,1.1
53,Wayne Cooper,C,31,DEN,45,865,11.7,.477,.004,.248,11.5,21.7,16.4,4.2,0.6,6.2,16.5,16.1,0,-0.2,1.4,1.2,.068,0,-4.5,2.3,-2.2,0.0
54,Tyrone Corbin,SF,25,TOT,84,1739,12.4,.534,.011,.263,8.6,14.6,11.7,9.2,2.0,0.6,15.1,16.6,0,1.1,1.9,3.0,.082,0,-1.2,0.4,-0.8,0.5
55,Dave Corzine,C,31,CHI,80,2328,13.6,.514,.013,.214,8.4,17.5,13.0,9.2,0.8,2.5,12.2,16.4,0,1.9,3.0,4.9,.101,0,-1.5,1.4,-0.1,1.1
56,Winston Crite,SF,22,PHO,29,258,9.8,.551,.000,.368,11.7,16.2,14.0,7.6,0.9,1.8,24.0,16.4,0,0.0,0.2,0.1,.025,0,-3.2,-0.6,-3.8,-0.1
57,Pat Cummings,PF,31,NYK,62,946,9.6,.495,.003,.261,9.6,19.1,14.2,5.6,1.0,0.7,16.0,17.5,0,0.0,1.1,1.1,.055,0,-3.6,-0.5,-4.1,-0.5
58,Terry Cummings,PF,26,MIL,76,2629,17.4,.516,.002,.292,7.9,15.8,11.8,11.6,1.5,1.0,9.8,27.9,0,2.2,2.9,5.2,.094,0,0.5,-0.5,0.1,1.4
59,Earl Cureton,PF,30,LAC,69,1128,9.2,.443,.010,.203,8.8,17.0,12.8,8.1,1.4,1.8,14.7,14.3,0,-0.6,1.3,0.7,.029,0,-4.7,1.4,-3.3,-0.4
60,Dell Curry,SG,23,CLE,79,1499,15.1,.500,.109,.136,3.5,9.4,6.5,16.3,3.1,0.9,12.1,25.5,0,0.0,2.0,2.0,.064,0,-0.8,-0.3,-1.1,0.3
61,Quintin Dailey,SG,27,LAC,67,1282,16.8,.505,.016,.415,5.0,7.9,6.4,15.5,2.6,0.2,12.1,32.2,0,0.1,1.2,1.3,.050,0,-0.6,-1.9,-2.5,-0.2
62,Adrian Dantley*,SF,31,DET,69,2144,19.9,.619,.002,.663,4.5,7.3,5.9,11.9,0.9,0.3,10.8,24.2,0,7.5,1.9,9.4,.210,0,3.3,-1.3,2.0,2.2
63,Brad Daugherty,C,22,CLE,79,2957,16.2,.563,.002,.488,6.2,19.9,13.2,17.3,0.8,1.1,16.9,22.8,0,3.0,3.6,6.6,.107,0,0.4,0.9,1.3,2.5
64,Brad Davis,PG,32,DAL,75,1480,14.5,.581,.178,.260,1.3,6.1,3.7,28.3,1.7,0.7,16.4,15.5,0,2.9,1.1,4.0,.130,0,0.6,-2.1,-1.5,0.2
65,Charles Davis,SF,29,TOT,21,226,8.7,.436,.148,.087,7.6,12.1,9.8,12.5,0.4,1.0,13.1,24.3,0,-0.3,0.0,-0.3,-0.055,0,-3.7,-3.6,-7.3,-0.3
66,Walter Davis,SF,33,PHO,68,1951,17.8,.537,.093,.224,1.8,7.4,4.6,21.9,2.1,0.1,10.0,26.3,0,3.0,0.9,3.8,.094,0,1.9,-2.5,-0.6,0.7
67,Darryl Dawkins,C,31,TOT,6,33,-9.5,.321,.000,1.667,6.8,9.4,8.1,7.7,0.0,3.5,31.0,28.1,0,-0.3,0.0,-0.2,-0.313,0,-15.3,-1.9,-17.2,-0.1
68,Johnny Dawkins,PG,24,SAS,65,2179,17.0,.551,.073,.265,3.2,6.9,5.1,29.4,1.9,0.1,14.2,19.7,0,4.0,0.3,4.3,.095,0,2.0,-2.3,-0.3,0.9
69,Darren Daye,SF,27,BOS,47,655,13.6,.554,.005,.401,5.8,7.8,6.9,14.7,2.2,0.4,14.7,19.6,0,0.7,0.5,1.2,.086,0,-0.3,-1.1,-1.4,0.1
70,James Donaldson,C,30,DAL,81,2523,12.4,.616,.000,.497,10.8,21.5,16.3,3.4,0.8,2.4,19.6,9.4,0,3.0,3.3,6.2,.119,0,-0.9,1.9,1.1,2.0
71,Billy Donovan,PG,22,NYK,44,364,8.7,.444,.064,.193,1.5,6.5,3.9,32.8,2.1,0.2,26.2,17.9,0,-0.4,0.3,-0.1,-0.009,0,-5.0,-2.4,-7.4,-0.5
72,Greg Dreiling,C,25,IND,20,74,10.5,.598,.000,1.529,4.5,20.6,12.6,8.8,1.3,3.2,27.9,22.5,0,0.0,0.1,0.1,.048,0,-5.6,0.7,-4.9,-0.1
73,Larry Drew,PG,29,LAC,74,2024,11.7,.498,.125,.150,1.1,5.3,3.1,29.4,1.5,0.0,16.5,18.5,0,0.1,1.2,1.2,.030,0,-2.1,-2.6,-4.7,-1.4
74,Clyde Drexler*,SG,25,POR,81,3060,24.1,.564,.031,.350,9.2,9.6,9.4,23.5,3.1,1.0,10.9,28.0,0,9.3,3.9,13.2,.207,0,6.1,1.3,7.4,7.3
75,Kevin Duckworth,C,23,POR,78,2223,14.9,.561,.000,.474,10.9,17.1,14.0,4.1,0.6,0.8,13.9,22.6,0,3.0,2.1,5.2,.112,0,-0.8,-2.2,-3.0,-0.5
76,Chris Dudley,C,22,CLE,55,513,12.1,.505,.000,.518,17.5,15.7,16.5,6.3,1.2,2.2,15.6,16.6,0,0.3,0.7,1.0,.093,0,-1.4,-0.1,-1.5,0.1
77,Joe Dumars*,SG,24,DET,82,2732,13.7,.530,.020,.321,2.6,5.5,4.1,20.0,1.6,0.3,13.6,19.3,0,3.2,2.7,5.9,.103,0,0.2,-0.2,0.0,1.4
78,T.R. Dunn,SG,32,DEN,82,1534,8.3,.503,.006,.333,7.3,9.3,8.2,6.3,3.0,0.4,12.7,5.2,0,1.3,2.0,3.2,.102,0,-1.6,3.1,1.5,1.4
79,Mark Eaton,C,31,UTA,82,2731,9.5,.457,.000,.353,9.5,18.3,14.1,2.5,0.7,6.4,17.3,11.3,0,-1.1,5.2,4.1,.072,0,-4.1,5.0,0.9,2.0
80,Franklin Edwards,PG,28,SAC,16,414,9.9,.511,.017,.278,1.0,4.0,2.5,29.9,1.1,0.1,26.7,17.1,0,-0.2,0.0,-0.2,-0.025,0,-4.0,-4.3,-8.3,-0.7
81,James Edwards,C,32,TOT,69,1705,12.1,.519,.002,.499,7.8,19.3,13.6,6.4,0.4,1.3,14.2,21.9,0,0.3,1.2,1.5,.042,0,-2.7,-1.6,-4.2,-1.0
82,Craig Ehlo,SG,26,CLE,79,1709,12.5,.518,.132,.272,6.1,12.6,9.4,17.1,2.4,1.0,16.5,16.2,0,0.9,2.3,3.1,.088,0,-0.5,1.4,0.8,1.2
83,Dale Ellis,SG,27,SEA,75,2790,19.3,.572,.171,.260,6.6,7.2,6.9,11.4,1.3,0.2,9.2,26.8,0,7.4,1.6,9.0,.155,0,4.7,-2.3,2.4,3.1
84,Chris Engler,C,28,NJN,54,399,7.1,.498,.000,.398,9.0,19.9,14.2,5.2,1.1,0.9,21.9,14.0,0,-0.2,0.3,0.2,.022,0,-5.4,-0.6,-5.9,-0.4
85,Alex English*,SF,34,DEN,80,2818,19.8,.535,.004,.222,6.0,8.0,7.0,20.5,1.1,0.5,8.8,28.4,0,5.3,2.2,7.6,.129,0,3.0,-1.6,1.4,2.5
86,Mike Evans,PG,32,DEN,56,656,13.7,.532,.296,.121,1.4,6.5,3.8,16.7,2.4,0.5,11.7,21.8,0,0.4,0.7,1.1,.082,0,-0.1,-2.1,-2.2,0.0
87,Patrick Ewing*,C,25,NYK,82,2546,21.9,.594,.003,.402,10.7,20.0,15.2,8.3,2.0,6.0,17.1,26.8,0,3.4,4.7,8.1,.154,0,1.2,3.2,4.4,4.1
88,Jim Farmer,SG,23,DAL,30,157,4.4,.416,.087,.145,6.3,6.1,6.2,14.6,0.9,0.4,23.1,25.1,0,-0.4,0.1,-0.4,-0.111,0,-6.7,-2.9,-9.5,-0.3
89,Dave Feitl,C,25,GSW,70,1128,10.7,.495,.010,.332,8.0,25.5,16.5,6.6,0.6,0.5,15.8,19.7,0,-0.4,0.7,0.3,.011,0,-4.6,-2.3,-6.9,-1.4
90,Kenny Fields,SF,25,LAC,7,154,8.7,.548,.000,.722,8.7,11.5,10.0,9.3,1.5,0.7,28.6,17.5,0,-0.1,0.1,0.0,.000,0,-4.9,0.3,-4.6,-0.1
91,Vern Fleming,PG,25,IND,80,2733,17.5,.573,.015,.335,4.3,10.3,7.3,29.3,2.1,0.2,15.3,17.7,0,5.6,2.8,8.4,.148,0,2.4,0.6,3.0,3.5
92,Sleepy Floyd,PG,27,TOT,77,2514,15.4,.513,.074,.365,3.3,9.3,6.3,30.5,1.8,0.3,16.5,21.6,0,2.2,2.1,4.4,.084,0,0.7,-0.7,-0.1,1.2
93,Tellis Frank,PF,22,GSW,78,1597,10.2,.483,.002,.366,6.4,16.8,11.5,9.6,1.6,0.8,14.2,19.4,0,-0.3,0.9,0.6,.018,0,-3.2,-0.9,-4.1,-0.8
94,World B. Free,SG,34,HOU,58,682,11.1,.475,.100,.286,2.2,4.6,3.4,13.1,1.4,0.2,11.1,26.1,0,-0.1,0.5,0.4,.028,0,-2.8,-3.4,-6.2,-0.7
95,Kevin Gamble,SF,22,POR,9,19,-1.0,.000,.333,.000,11.4,5.7,8.5,5.7,4.9,0.0,40.0,10.4,0,-0.1,0.0,-0.1,-0.139,0,-8.0,3.6,-4.4,0.0
96,Winston Garland,PG,23,GSW,67,2122,13.8,.492,.050,.203,3.5,8.6,6.0,28.3,2.6,0.2,16.5,19.3,0,0.8,0.9,1.7,.039,0,-0.3,-0.9,-1.2,0.4
97,Armen Gilliam,PF,23,PHO,55,1807,12.9,.506,.000,.268,8.3,18.8,13.5,5.6,1.5,0.9,13.3,20.9,0,-0.1,1.4,1.3,.035,0,-2.3,-0.8,-3.0,-0.5
98,Artis Gilmore*,C,38,TOT,71,893,8.4,.558,.000,.707,9.6,17.8,13.9,3.0,0.8,2.0,22.0,14.6,0,-0.1,1.0,0.9,.048,0,-3.8,-0.7,-4.5,-0.6
99,Mike Gminski,C,28,TOT,81,2961,16.8,.526,.002,.348,9.5,22.7,15.9,7.4,1.1,2.4,12.0,21.0,0,3.4,3.0,6.5,.105,0,-0.9,0.4,-0.6,1.1
100,Lancaster Gordon,SG,25,LAC,8,65,8.0,.416,.000,.194,3.2,3.4,3.3,16.9,0.7,1.7,10.6,23.5,0,-0.1,0.0,0.0,-0.035,0,-5.7,-3.2,-8.9,-0.1
101,Horace Grant,PF,22,CHI,81,1827,13.0,.530,.004,.359,9.8,18.2,14.0,6.7,1.4,1.7,12.8,15.8,0,1.6,2.6,4.2,.111,0,-1.6,0.9,-0.7,0.6
102,Stuart Gray,C,24,IND,74,807,9.9,.498,.005,.378,9.6,24.3,17.0,7.2,0.7,2.3,18.2,14.4,0,0.0,1.2,1.1,.067,0,-4.0,1.1,-3.0,-0.2
103,A.C. Green,PF,24,LAL,82,2636,14.5,.581,.003,.592,11.1,19.1,15.3,4.5,1.6,1.0,12.9,14.7,0,4.5,3.4,7.9,.144,0,0.2,0.8,1.0,2.0
104,Rickey Green,PG,33,UTA,81,1116,13.2,.483,.051,.224,1.4,6.1,3.8,36.2,2.4,0.1,18.8,18.4,0,0.4,1.4,1.8,.078,0,-2.3,-1.5,-3.8,-0.5
105,Sidney Green,PF,27,NYK,82,2049,10.3,.480,.003,.325,12.0,24.3,17.9,6.3,1.5,1.0,18.1,16.2,0,-0.4,3.1,2.7,.063,0,-3.0,1.3,-1.7,0.1
106,Dave Greenwood,PF,30,SAS,45,1236,10.8,.511,.006,.338,8.0,18.4,13.1,9.6,1.2,1.0,16.4,14.4,0,0.5,0.6,1.1,.043,0,-1.9,0.1,-1.8,0.1
107,Claude Gregory,PF,29,LAC,23,313,12.8,.447,.007,.269,12.1,20.4,16.1,8.4,1.4,2.4,12.8,22.3,0,-0.3,0.4,0.1,.011,0,-4.2,0.1,-4.1,-0.2
108,Darrell Griffith,SG,29,UTA,52,1052,12.7,.471,.174,.157,3.8,8.9,6.5,13.4,2.3,0.3,9.7,26.9,0,-0.7,1.5,0.8,.037,0,-1.4,-0.7,-2.1,0.0
109,Petur Gudmundsson,C,29,SAS,69,1017,12.9,.574,.004,.518,9.8,24.7,17.2,10.6,0.8,3.3,23.1,17.3,0,0.5,0.9,1.4,.064,0,-2.6,0.5,-2.1,0.0
110,Bob Hansen,SG,27,UTA,81,1796,12.9,.573,.159,.249,4.0,7.0,5.6,13.8,1.7,0.2,11.8,17.5,0,2.3,2.1,4.4,.118,0,0.7,0.2,0.9,1.3
111,Bill Hanzlik,SF,30,DEN,77,1334,8.2,.488,.056,.568,3.0,10.8,6.7,14.3,2.2,0.7,20.9,13.3,0,-0.3,1.6,1.3,.046,0,-3.7,1.1,-2.6,-0.2
112,Derek Harper,PG,26,DAL,82,3032,18.1,.528,.165,.295,2.6,6.2,4.4,30.4,2.7,0.7,12.6,20.6,0,6.1,3.0,9.1,.145,0,3.0,-0.4,2.6,3.5
113,Ron Harper,SG,24,CLE,57,1830,16.6,.514,.027,.380,4.2,10.0,7.2,23.6,3.3,1.7,15.6,23.6,0,0.8,2.7,3.5,.092,0,0.3,1.8,2.1,1.9
114,Steve Harris,SG,24,TOT,58,1084,14.0,.498,.014,.232,5.3,7.6,6.4,12.0,2.2,0.4,9.4,22.1,0,0.7,0.5,1.2,.052,0,-1.0,-1.9,-3.0,-0.3
115,Scott Hastings,PF,27,ATL,55,403,10.8,.586,.146,.329,7.4,19.4,13.4,5.1,1.0,1.5,13.0,11.3,0,0.6,0.5,1.0,.125,0,-1.2,0.4,-0.8,0.1
116,Dave Henderson,SG,23,PHI,22,351,6.7,.461,.009,.405,3.6,8.0,5.8,14.4,1.7,0.9,22.6,21.3,0,-0.6,0.2,-0.4,-0.058,0,-5.3,-1.4,-6.8,-0.4
117,Gerald Henderson,PG,32,TOT,75,1505,12.1,.564,.360,.375,2.1,6.2,4.1,22.5,2.3,0.2,20.1,18.5,0,1.3,0.9,2.2,.071,0,0.3,-2.2,-1.9,0.1
118,Kevin Henderson,SG,23,TOT,17,190,6.7,.442,.019,.491,5.3,7.2,6.2,15.9,2.0,0.0,20.9,17.5,0,-0.2,0.1,-0.2,-0.045,0,-4.7,-1.8,-6.4,-0.2
119,Conner Henry,SG,24,TOT,39,433,12.4,.536,.300,.313,3.4,9.2,6.4,21.1,1.3,0.7,18.6,20.0,0,0.2,0.2,0.4,.049,0,-1.0,-2.3,-3.4,-0.1
120,Rod Higgins,SF,28,GSW,68,2188,16.3,.608,.054,.444,4.7,10.4,7.5,12.3,1.5,0.8,11.4,18.1,0,5.0,0.6,5.7,.124,0,1.8,-0.9,1.0,1.6
121,Roy Hinson,SF,26,TOT,77,2592,14.8,.543,.002,.377,6.9,16.4,11.6,6.0,1.3,3.2,13.5,20.4,0,1.9,2.6,4.5,.083,0,-1.5,0.7,-0.8,0.8
122,Craig Hodges,SG,27,TOT,66,1445,12.2,.567,.335,.136,1.5,4.6,3.0,15.2,1.5,0.1,12.2,18.2,0,1.6,0.7,2.4,.078,0,0.6,-2.6,-2.0,0.0
123,Mike Holton,PG,26,POR,82,1279,11.4,.532,.042,.365,4.2,8.4,6.3,20.6,1.5,0.4,17.3,15.3,0,1.3,1.1,2.3,.087,0,-1.3,-0.9,-2.2,0.0
124,Dave Hoppen,C,23,TOT,39,642,11.4,.528,.005,.339,9.8,20.6,15.1,6.7,1.0,0.5,15.0,15.6,0,0.5,0.4,0.8,.061,0,-2.6,-1.4,-4.0,-0.3
125,Dennis Hopson,SG,22,NJN,61,1365,10.2,.468,.082,.322,5.2,7.0,6.1,13.3,2.0,1.1,16.0,23.1,0,-1.3,1.0,-0.3,-0.012,0,-3.1,-1.0,-4.1,-0.7
126,Jeff Hornacek,SG,24,PHO,82,2243,15.9,.569,.096,.306,3.5,9.6,6.6,31.5,2.3,0.3,18.5,15.3,0,3.7,1.3,5.0,.106,0,1.1,-0.8,0.3,1.3
127,Phil Hubbard,SF,31,CLE,78,1631,11.8,.554,.010,.501,8.7,11.5,10.1,7.2,1.5,0.3,16.6,18.6,0,1.1,1.6,2.7,.081,0,-1.3,-0.7,-2.0,0.0
128,Eddie Hughes,PG,27,UTA,11,42,8.8,.543,.462,.462,8.0,2.4,5.1,24.9,0.0,0.0,27.7,21.1,0,0.0,0.0,0.0,.021,0,-1.6,-3.6,-5.2,0.0
129,Jay Humphries,PG,25,TOT,68,1809,14.8,.564,.033,.284,3.0,7.8,5.4,29.7,2.1,0.2,17.3,16.6,0,2.5,1.0,3.5,.093,0,0.7,-1.2,-0.5,0.7
