
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
15,Kent Benson,C,29,DET,82,1734,14.0,.584,.002,.224,6.9,18.6,12.6,9.2,1.9,1.7,13.8,12.8,,2.5,2.2,4.7,.131,,0.0,2.0,1.9,1.7
16,Larry Bird*,PF,27,BOS,79,3028,24.2,.552,.047,.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,,7.9,5.6,13.6,.215,,4.7,3.0,7.8,7.4
17,Otis Birdsong,SG,28,NJN,69,2168,16.8,.530,.017,.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,,2.4,2.1,4.5,.100,,1.3,-1.4,-0.1,1.0
18,Rolando Blackman,SG,24,DAL,81,3025,19.8,.596,.008,.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,,8.3,1.5,9.8,.155,,3.4,-1.5,1.9,3.0
19,Tom Boswell,PF,30,UTA,38,261,10.2,.596,.019,.404,11.9,13.7,12.9,7.6,1.6,0.0,17.5,11.3,,0.4,0.3,0.6,.115,,-0.4,-0.3,-0.8,0.1
20,Charles Bradley,SG,24,SEA,8,39,0.5,.546,.000,1.000,0.0,8.7,4.4,16.1,0.0,1.4,44.2,19.3,,-0.1,0.0,-0.1,-0.152,,-10.3,-2.1,-12.4,-0.1
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
21,Mike Bratz,PG,28,GSW,82,1428,12.9,.483,.098,.263,2.9,8.4,5.5,23.9,2.7,0.2,15.8,18.8,,0.6,1.3,1.9,.063,,-1.4,-1.2,-2.6,-0.2
22,Randy Breuer,C,23,MIL,57,472,9.2,.426,.000,.260,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,,-0.5,0.8,0.3,.029,,-5.3,0.8,-4.5,-0.3
23,Ron Brewer,SG,28,TOT,53,992,9.6,.477,.035,.166,2.4,4.4,3.4,6.5,1.1,1.1,8.5,18.5,,0.1,0.2,0.3,.016,,-2.7,-2.2,-4.9,-0.7
24,Junior Bridgeman,SF,30,MIL,81,2431,14.3,.508,.028,.222,3.9,11.3,7.8,16.7,1.1,0.3,11.0,23.4,,2.1,3.0,5.1,.100,,-0.4,-0.6,-1.0,0.6
25,Michael Brooks,SF,25,SDC,47,1405,14.0,.518,.011,.339,11.5,16.1,13.8,8.1,1.7,0.5,13.2,16.7,,1.6,0.8,2.4,.081,,0.9,0.3,1.1,1.1
26,Fred Brown,SG,35,SEA,71,1129,17.1,.553,.067,.170,1.4,4.8,3.1,26.6,2.1,0.1,11.4,22.6,,1.8,0.8,2.6,.111,,1.1,-3.1,-2.0,0.0
27,Rickey Brown,C,25,ATL,68,785,9.0,.514,.000,.323,9.6,16.8,13.2,5.3,1.2,1.7,18.8,15.5,,0.0,0.9,0.9,.056,,-3.3,0.3,-2.9,-0.2
28,Wallace Bryant,C,24,CHI,29,317,9.6,.400,.000,.248,13.2,15.8,14.5,6.2,1.4,2.0,9.8,21.4,,-0.4,0.4,0.0,-0.001,,-4.3,-0.9,-5.2,-0.3
29,Quinn Buckner,PG,29,BOS,79,1249,9.4,.456,.019,.229,3.9,8.4,6.2,21.5,3.2,0.1,22.0,15.0,,-0.6,1.9,1.3,.052,,-2.7,1.1,-1.6,0.1
30,Don Buse,PG,33,KCK,76,1327,13.4,.492,.168,.227,2.4,7.6,5.0,29.4,3.0,0.0,18.3,14.4,,0.8,1.4,2.2,.080,,-1.0,-0.6,-1.6,0.1
31,Kenny Carr,PF,28,POR,82,2455,17.3,.592,.005,.398,9.8,21.5,15.5,9.1,1.3,0.8,15.7,21.1,,4.1,2.6,6.7,.131,,1.2,-0.2,1.0,1.9
32,M.L. Carr,SF,33,BOS,60,585,7.8,.481,.088,.281,5.2,9.2,7.3,10.7,1.4,0.4,19.3,16.7,,-0.2,0.6,0.4,.034,,-3.5,-0.6,-4.1,-0.3
33,Joe Barry Carroll,C,25,GSW,80,2962,16.8,.519,.001,.312,8.1,15.9,11.7,10.1,1.6,2.7,14.5,24.3,,1.6,3.1,4.7,.077,,-0.5,0.6,0.2,1.6
34,Butch Carter,SG,25,IND,73,2045,13.5,.520,.053,.206,3.8,4.5,4.1,15.0,2.9,0.4,13.0,21.8,,0.4,2.2,2.6,.061,,-0.6,-0.5,-1.2,0.4
35,Howard Carter,SG,22,DEN,55,688,12.0,.499,.060,.193,5.7,7.5,6.6,13.2,1.2,0.3,10.9,21.1,,0.3,0.1,0.4,.028,,-1.2,-3.3,-4.5,-0.4
36,Bill Cartwright,C,26,NYK,77,2487,18.5,.637,.001,.621,9.6,22.1,15.9,6.4,0.9,2.4,16.3,20.6,,5.6,4.2,9.8,.189,,1.1,1.4,2.5,2.8
37,Harvey Catchings,PF,32,MIL,69,1156,6.7,.420,.007,.275,9.1,17.2,13.3,4.6,1.1,4.1,24.9,8.4,,-0.7,2.1,1.3,.056,,-4.7,3.7,-1.0,0.3
38,Tom Chambers,PF,24,SEA,82,2570,16.6,.563,.011,.423,9.7,13.8,11.8,7.9,0.9,1.1,12.7,24.4,,4.0,2.1,6.1,.115,,0.9,-1.2,-0.3,1.1
39,Maurice Cheeks,PG,27,PHI,75,2494,16.4,.591,.028,.330,2.1,7.1,4.7,27.7,3.3,0.5,18.5,16.3,,3.9,3.4,7.3,.141,,1.5,0.7,2.1,2.6
40,Carlos Clark,SG,23,BOS,31,127,12.1,.451,.038,.346,6.5,8.6,7.6,17.7,3.0,0.4,16.7,23.3,,-0.1,0.2,0.1,.048,,-3.0,-0.3,-3.3,0.0
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
41,Don Collins,SG,25,GSW,61,957,12.4,.516,.013,.230,6.6,8.2,7.3,10.1,2.1,0.8,15.8,20.6,,0.2,0.7,0.9,.047,,-1.9,-1.2,-3.1,-0.3
42,Leroy Combs,SF,23,IND,48,446,13.5,.537,.018,.558,4.7,9.1,6.9,12.4,2.4,2.3,18.5,23.0,,-0.2,0.6,0.4,.041,,-3.3,-0.1,-3.3,-0.1
43,Lester Conner,SG,24,GSW,82,2573,15.1,.537,.008,.355,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,,3.6,2.3,5.9,.110,,0.9,0.7,1.6,2.3
44,Darwin Cook,PG,25,NJN,82,1870,14.5,.481,.067,.183,3.1,6.5,4.8,25.4,4.1,1.1,16.1,18.8,,0.6,3.0,3.6,.092,,-0.6,1.6,1.0,1.4
45,Jeff Cook,C,27,CLE,81,1950,11.2,.530,.005,.336,9.8,18.7,14.1,8.4,1.7,1.4,17.0,11.4,,1.4,2.2,3.7,.090,,-1.3,2.3,1.0,1.5
46,Michael Cooper,SG,27,LAL,82,2387,14.1,.586,.220,.337,2.7,9.2,6.2,23.5,2.2,1.5,19.0,13.1,,3.9,2.6,6.5,.130,,1.1,0.9,2.0,2.4
47,Wayne Cooper,C,27,POR,81,1662,15.8,.519,.011,.347,12.2,22.0,17.0,6.2,0.7,3.8,12.6,21.2,,2.0,2.0,4.1,.118,,-1.3,-0.2,-1.5,0.2
48,Dave Corzine,C,27,CHI,82,2674,13.5,.531,.011,.334,7.2,17.7,12.4,11.1,1.0,2.6,15.6,17.3,,1.6,3.1,4.7,.084,,-1.2,2.0,0.7,1.8
49,Charlie Criss,PG,35,TOT,15,215,10.8,.449,.115,.308,2.7,7.9,5.3,23.8,1.9,0.0,14.5,13.7,,0.1,0.2,0.3,.068,,-2.6,-1.1,-3.6,-0.1
50,Geoff Crompton,C,28,CLE,7,23,0.9,.235,.000,.750,28.6,15.4,22.2,5.4,2.1,2.6,27.3,26.5,,-0.2,0.0,-0.1,-0.254,,-10.0,-0.7,-10.7,-0.1
51,Russell Cross,C,22,GSW,45,354,15.3,.546,.000,.813,10.0,15.6,12.6,8.8,1.6,1.1,11.1,18.8,,0.5,0.3,0.8,.106,,-0.6,-1.3,-1.8,0.0
52,Pat Cummings,PF,27,DAL,80,2492,13.8,.523,.002,.208,7.0,23.6,15.3,8.7,1.2,0.5,12.8,19.2,,1.6,2.7,4.2,.081,,-1.4,-0.1,-1.5,0.3
53,Terry Cummings,PF,22,SDC,81,2907,19.8,.538,.002,.354,12.6,17.6,15.1,7.2,1.5,1.1,11.2,26.6,,5.7,1.8,7.5,.123,,2.3,-1.3,0.9,2.2
54,Earl Cureton,C,26,DET,73,907,8.6,.475,.006,.333,9.7,24.5,16.8,4.6,1.2,1.9,21.3,10.9,,-0.2,1.2,1.0,.051,,-4.1,1.2,-2.9,-0.2
55,Quintin Dailey,SG,23,CHI,82,2449,15.8,.531,.026,.322,2.8,8.3,5.5,17.6,2.1,0.3,13.6,27.4,,1.5,2.2,3.7,.072,,0.2,-1.2,-1.0,0.6
56,Adrian Dantley*,SF,27,UTA,79,2984,24.6,.652,.003,.658,6.7,9.0,7.9,16.2,0.9,0.1,12.4,28.2,,13.0,1.6,14.6,.235,,6.6,-2.2,4.4,4.8
57,Brad Davis,PG,28,DAL,81,2665,14.4,.593,.058,.366,1.8,6.3,4.1,27.1,1.7,0.3,18.0,14.4,,4.8,1.5,6.2,.112,,0.8,-1.5,-0.7,0.9
58,Charles Davis,SF,25,WSB,46,467,13.4,.491,.041,.179,8.5,17.2,12.9,10.4,1.5,1.2,13.3,24.8,,-0.2,0.6,0.3,.034,,-2.9,-1.0,-3.9,-0.2
59,Johnny Davis,PG,28,ATL,75,2079,14.3,.507,.010,.320,2.9,4.8,3.8,24.4,1.5,0.2,12.8,21.7,,1.9,1.4,3.3,.075,,0.1,-1.9,-1.8,0.1
60,Walter Davis,SG,29,PHO,78,2546,18.5,.559,.068,.212,1.7,7.6,4.6,25.0,2.0,0.3,13.3,25.9,,4.2,2.0,6.2,.118,,2.3,-1.8,0.5,1.6
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
61,Darryl Dawkins,C,27,NJN,81,2417,17.6,.641,.006,.543,7.4,18.4,12.8,7.2,1.2,3.3,17.9,21.2,,4.3,3.6,7.9,.156,,0.8,1.5,2.4,2.7
62,Darren Daye,SF,23,WSB,75,1174,12.3,.488,.015,.326,9.0,9.7,9.3,21.8,1.6,0.6,17.1,20.5,,0.2,1.1,1.3,.053,,-1.3,-0.1,-1.4,0.2
63,Kenny Dennard,PF,25,DEN,43,413,7.6,.411,.101,.242,9.2,16.7,12.8,12.0,2.4,1.0,20.9,12.6,,-0.3,0.3,0.1,.007,,-3.3,0.9,-2.4,0.0
64,James Donaldson,C,26,SDC,82,2525,15.3,.648,.000,.541,7.4,21.6,14.6,4.6,0.8,3.0,18.6,14.5,,3.9,1.9,5.8,.110,,0.1,1.1,1.2,2.1
65,John Drew,SF,29,UTA,81,1797,20.5,.552,.021,.485,9.0,10.6,9.9,12.0,2.2,0.1,12.9,32.9,,2.8,1.7,4.5,.121,,1.4,-2.6,-1.2,0.4
66,Larry Drew,PG,25,KCK,73,2363,16.5,.513,.010,.305,1.6,5.6,3.5,34.3,2.4,0.2,14.3,23.1,,2.6,2.0,4.6,.093,,0.9,-1.8,-0.9,0.6
67,Clyde Drexler*,SG,21,POR,82,1408,14.5,.496,.007,.302,9.2,10.6,9.9,14.7,3.6,1.2,16.3,21.6,,0.5,1.9,2.4,.083,,-0.3,1.2,0.9,1.0
68,Mike Dunleavy,PG,29,MIL,17,404,16.4,.660,.354,.315,1.8,6.0,3.9,28.0,1.5,0.1,19.9,18.9,,1.0,0.4,1.4,.167,,2.6,-2.5,0.1,0.2
69,T.R. Dunn,SG,28,DEN,80,2705,10.2,.523,.003,.392,7.4,15.1,11.1,9.1,2.8,0.6,18.3,7.4,,2.0,2.1,4.1,.073,,-0.2,2.8,2.6,3.1
70,Mark Eaton,C,27,UTA,82,2139,12.3,.490,.002,.296,7.7,20.8,14.6,6.4,0.5,8.5,17.2,10.6,,0.2,3.5,3.7,.084,,-3.3,5.3,1.9,2.1
71,Jerry Eaves,PG,24,UTA,80,1034,10.6,.507,.020,.451,3.1,5.4,4.3,24.7,1.5,0.2,20.9,17.1,,0.1,0.6,0.7,.032,,-2.7,-2.5,-5.2,-0.8
72,Keith Edmonson,SG,23,TOT,55,622,15.5,.545,.000,.393,8.0,7.1,7.5,7.5,1.9,0.6,13.9,27.1,,0.5,0.2,0.7,.058,,-0.6,-3.1,-3.7,-0.3
73,Franklin Edwards,PG,24,PHI,60,654,7.9,.417,.005,.217,2.1,7.9,5.1,19.1,2.3,0.4,16.0,18.2,,-0.6,0.8,0.1,.009,,-4.7,-0.8,-5.5,-0.6
74,James Edwards,C,28,PHO,72,1897,16.2,.570,.001,.311,6.6,14.9,10.7,13.9,0.6,0.9,13.1,23.1,,3.0,1.4,4.4,.112,,0.8,-1.2,-0.4,0.8
75,Craig Ehlo,SG,22,HOU,7,63,8.2,.419,.000,.037,6.9,8.5,7.7,12.4,2.2,0.0,9.9,19.0,,0.0,0.1,0.0,.018,,-3.1,-1.1,-4.3,0.0
76,Dale Ellis,SF,23,DAL,67,1059,15.1,.503,.059,.245,11.6,15.8,13.7,7.6,1.9,0.5,12.5,24.6,,0.5,1.0,1.5,.066,,-1.0,-2.0,-3.0,-0.3
77,Len Elmore,PF,31,NYK,65,832,6.1,.446,.000,.242,9.1,15.0,12.1,4.6,1.7,2.2,20.9,11.0,,-0.5,1.4,0.9,.053,,-4.1,2.6,-1.5,0.1
78,Chris Engler,C,24,GSW,46,360,5.3,.430,.000,.277,7.6,22.8,14.7,3.8,1.2,0.5,20.5,12.7,,-0.4,0.4,0.0,.000,,-6.5,-0.9,-7.4,-0.5
79,Alex English*,SF,30,DEN,82,2870,22.2,.570,.004,.249,7.7,9.3,8.5,20.9,1.3,1.7,10.5,27.9,,7.2,1.0,8.2,.136,,4.7,-1.4,3.3,3.9
80,Julius Erving*,SF,33,PHI,77,2683,22.9,.562,.016,.365,8.3,14.1,11.2,19.3,2.5,3.0,13.0,27.2,,5.6,4.5,10.1,.180,,3.6,2.3,5.9,5.3
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
81,Mike Evans,PG,28,DEN,78,1687,10.4,.506,.158,.232,1.4,7.4,4.3,20.1,1.6,0.1,15.8,16.5,,0.5,0.4,0.9,.024,,-1.5,-2.5,-4.1,-0.9
82,Eric Fernsten,PF,30,NYK,32,402,9.6,.620,.000,.654,8.8,17.2,13.0,3.5,1.9,1.2,22.1,8.9,,0.3,0.7,1.0,.118,,-2.2,2.1,-0.1,0.2
83,Sleepy Floyd,PG,23,GSW,77,2555,14.6,.531,.043,.369,3.5,8.4,5.8,15.1,1.9,0.7,13.9,21.5,,2.7,1.8,4.4,.084,,0.1,-0.8,-0.8,0.8
84,Phil Ford,PG,27,HOU,81,2020,10.4,.548,.032,.249,1.5,5.8,3.7,24.5,1.3,0.2,20.6,12.8,,1.7,1.1,2.9,.068,,-1.6,-1.6,-3.2,-0.6
85,Rod Foster,PG,23,PHO,80,1424,11.9,.512,.145,.267,3.2,6.7,4.9,16.2,1.8,0.4,14.3,21.8,,0.6,1.0,1.6,.054,,-1.1,-2.0,-3.1,-0.4
86,World B. Free,SG,30,CLE,75,2375,18.8,.512,.049,.358,4.1,6.3,5.2,16.3,2.0,0.2,8.6,31.3,,3.7,1.6,5.3,.107,,2.6,-2.3,0.2,1.3
87,Bill Garnett,PF,23,DAL,80,1529,12.3,.546,.007,.589,9.3,15.8,12.6,10.3,1.4,2.4,15.3,12.1,,1.9,1.5,3.5,.109,,-0.7,1.6,1.0,1.1
88,Calvin Garrett,SF,27,LAL,41,478,10.2,.556,.039,.257,6.1,10.4,8.4,8.0,1.2,0.2,16.7,17.1,,0.3,0.4,0.6,.064,,-1.9,-1.5,-3.4,-0.2
89,John Garris,PF,24,CLE,33,267,18.5,.560,.000,.333,14.4,18.5,16.4,5.7,1.5,1.3,8.6,20.0,,0.6,0.3,0.9,.166,,0.8,-1.4,-0.6,0.1
90,George Gervin*,SG,31,SAS,76,2584,19.3,.551,.015,.325,4.4,8.4,6.4,12.5,1.4,0.9,11.2,30.1,,4.6,0.9,5.5,.102,,1.9,-2.3,-0.4,1.1
91,Mike Gibson,PF,23,WSB,32,229,8.6,.424,.000,.309,14.8,18.8,16.8,5.3,1.1,1.8,18.3,14.3,,-0.1,0.3,0.1,.031,,-4.7,0.4,-4.4,-0.1
92,Artis Gilmore*,C,34,SAS,64,2034,18.8,.675,.005,.701,11.4,23.1,17.3,4.3,0.8,3.4,17.0,16.7,,4.8,1.9,6.7,.159,,1.9,0.8,2.7,2.4
93,Mike Glenn,SG,28,ATL,81,1503,15.5,.582,.004,.126,1.3,6.7,4.0,18.8,1.5,0.2,9.7,18.6,,2.8,1.1,3.9,.124,,1.0,-1.8,-0.9,0.4
94,Mike Gminski,C,24,NJN,82,1655,14.1,.572,.006,.398,10.9,19.1,14.9,7.2,1.0,2.5,18.1,15.9,,1.7,2.3,4.0,.116,,-1.1,1.4,0.3,1.0
95,Stewart Granger,PG,22,CLE,56,738,10.1,.489,.058,.310,1.2,7.5,4.2,25.4,1.6,0.0,18.2,17.7,,0.0,0.5,0.5,.032,,-2.9,-2.3,-5.1,-0.6
96,Rickey Green,PG,29,UTA,81,2768,18.0,.532,.019,.259,2.3,6.2,4.4,35.9,3.6,0.2,14.6,16.9,,5.0,3.0,7.9,.138,,1.8,-0.4,1.4,2.4
97,Sidney Green,PF,23,CHI,49,667,9.2,.487,.000,.338,9.8,20.3,15.0,5.5,1.3,1.5,18.6,20.0,,-0.6,0.8,0.3,.020,,-4.8,-0.5,-5.2,-0.5
98,Dave Greenwood,PF,26,CHI,78,2718,13.5,.540,.001,.384,8.9,24.6,16.6,7.4,1.2,1.5,14.5,15.7,,2.1,3.6,5.7,.101,,-1.3,1.8,0.5,1.7
99,Kevin Grevey,SG,30,MIL,64,923,13.1,.516,.134,.213,3.8,6.0,5.0,12.1,1.4,0.3,9.4,21.8,,1.0,1.0,2.0,.105,,-0.7,-2.1,-2.8,-0.2
100,Darrell Griffith,SG,25,UTA,82,2650,16.1,.539,.177,.152,4.0,9.1,6.7,16.5,2.0,0.4,13.8,26.4,,1.3,2.2,3.5,.063,,1.3,-1.3,0.0,1.4
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
101,Ernie Grunfeld,SG,28,NYK,76,1119,9.6,.499,.025,.229,2.6,10.5,6.6,13.7,1.9,0.4,15.1,17.5,,0.0,1.6,1.6,.069,,-2.9,0.4,-2.5,-0.1
102,Bob Hansen,SG,23,UTA,55,419,7.6,.470,.055,.193,3.5,8.3,6.0,13.9,1.6,0.5,18.2,18.3,,-0.4,0.3,-0.1,-0.008,,-4.2,-1.6,-5.8,-0.4
103,Bill Hanzlik,SF,26,DEN,80,1469,10.6,.546,.039,.676,4.6,10.2,7.3,19.0,2.0,0.7,21.5,13.0,,1.2,0.7,1.9,.062,,-1.2,-0.4,-1.6,0.1
104,Derek Harper,PG,22,DAL,82,1712,10.5,.475,.058,.217,3.6,8.1,5.8,17.7,2.7,0.7,18.3,14.7,,-0.3,1.5,1.3,.035,,-2.2,0.5,-1.7,0.1
105,Scott Hastings,PF,23,ATL,68,1135,10.3,.539,.017,.439,9.5,17.8,13.6,5.7,1.8,1.9,18.9,13.3,,0.5,1.6,2.1,.090,,-2.1,1.8,-0.4,0.5
106,Steve Hawes,PF,33,SEA,79,1153,9.5,.534,.017,.329,4.9,16.7,10.8,11.1,1.0,0.8,16.1,11.6,,0.7,1.1,1.8,.074,,-2.7,0.6,-2.0,0.0
107,Elvin Hayes*,PF,38,HOU,81,994,10.3,.450,.005,.339,9.5,18.7,14.1,9.1,0.7,1.5,15.5,21.0,,-0.8,1.0,0.2,.010,,-4.3,-0.8,-5.1,-0.8
108,Steve Hayes,C,28,SEA,43,253,8.9,.507,.000,.280,8.6,19.2,13.9,6.7,1.0,4.0,18.8,11.4,,0.0,0.3,0.3,.061,,-4.0,2.0,-2.0,0.0
109,Gerald Henderson,PG,28,BOS,78,2088,14.7,.570,.079,.247,3.8,4.1,4.0,19.8,2.7,0.4,16.8,18.8,,2.7,2.6,5.3,.121,,1.1,-0.1,1.0,1.6
110,Rod Higgins,SF,24,CHI,78,1577,10.1,.499,.051,.361,6.2,8.8,7.5,10.4,1.5,1.1,13.2,15.1,,0.6,1.3,2.0,.060,,-1.9,0.4,-1.5,0.2
111,Johnny High,PG,26,PHO,29,512,4.5,.355,.038,.558,3.6,11.5,7.5,11.1,3.7,1.2,37.0,8.2,,-0.8,0.7,-0.1,-0.008,,-4.9,3.9,-1.0,0.1
112,Armond Hill,PG,30,ATL,15,181,6.5,.407,.000,.457,1.2,5.1,3.2,26.3,1.9,0.0,20.2,16.5,,-0.2,0.1,0.0,-0.012,,-5.0,-2.3,-7.3,-0.2
113,Roy Hinson,SF,22,CLE,80,1858,10.4,.517,.000,.315,10.3,20.5,15.3,5.0,0.8,4.6,20.5,11.9,,0.1,2.4,2.5,.064,,-3.2,2.9,-0.3,0.8
114,Craig Hodges,SG,23,SDC,76,1571,8.7,.484,.080,.154,1.6,4.6,3.1,9.8,1.8,0.0,12.2,17.7,,0.2,0.3,0.5,.015,,-1.9,-2.0,-3.9,-0.8
115,Lionel Hollins,PG,30,DET,32,216,10.5,.429,.032,.206,1.9,9.2,5.4,34.1,2.8,0.3,25.9,16.5,,-0.2,0.2,0.1,.013,,-4.1,-1.4,-5.5,-0.2
116,Phil Hubbard,SF,27,CLE,80,1799,15.9,.568,.002,.476,10.5,13.6,12.0,7.2,1.9,0.2,13.1,20.3,,3.0,1.7,4.6,.124,,1.0,-0.5,0.4,1.1
117,Geoff Huston,PG,26,CLE,77,2041,13.3,.527,.016,.220,1.7,3.7,2.7,29.9,0.9,0.0,15.9,18.6,,1.9,0.7,2.6,.061,,-0.6,-3.6,-4.1,-1.1
118,Marc Iavaroni,PF,27,PHI,78,1532,8.1,.520,.006,.407,6.9,15.8,11.5,8.3,1.1,2.1,24.6,13.6,,-0.6,2.1,1.4,.045,,-3.6,1.6,-2.0,0.0
119,Dan Issel*,C,35,DEN,76,2076,21.1,.561,.016,.371,5.5,20.8,13.0,11.6,1.3,1.1,8.3,26.6,,4.8,1.3,6.1,.141,,1.6,-1.9,-0.3,0.9
120,Tracy Jackson,SG,24,IND,2,10,7.7,.521,.000,1.000,11.1,0.0,5.5,0.0,0.0,0.0,14.8,27.9,,0.0,0.0,0.0,.057,,-5.0,-8.2,-13.2,0.0
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
121,Clay Johnson,SG,27,SEA,25,176,6.8,.461,.020,.440,3.9,3.9,3.9,10.5,2.2,0.6,16.7,16.9,,-0.1,0.1,0.0,-0.002,,-4.4,-1.1,-5.5,-0.2
122,Clemon Johnson,C,27,PHI,80,1721,9.1,.493,.000,.274,8.9,17.1,13.1,4.3,1.0,2.2,17.1,13.4,,-0.2,2.3,2.2,.060,,-3.3,1.0,-2.4,-0.2
123,Dennis Johnson*,SG,29,BOS,80,2665,12.8,.515,.036,.376,3.8,7.9,6.0,16.6,1.7,1.2,14.4,18.4,,2.5,3.2,5.7,.102,,-0.4,0.8,0.4,1.6
124,Eddie Johnson,SG,28,ATL,67,1893,14.2,.497,.054,.267,1.8,7.0,4.4,31.5,1.5,0.2,16.2,24.3,,0.3,1.4,1.7,.044,,-0.1,-2.0,-2.2,-0.1
125,Eddie Johnson,SF,24,KCK,82,2920,16.6,.528,.041,.213,6.3,11.5,8.9,16.0,1.2,0.4,11.1,26.3,,3.4,2.2,5.6,.093,,1.6,-0.9,0.7,2.0
