
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
53,Mitchell Butler,SG,26,POR,49,1,465,52,125,.416,12,39,.308,40,86,.465,.464,32,50,.640,19,34,53,30,13,2,27,55,148
54,Jason Caffey,PF,23,CHI,75,19,1405,205,385,.532,0,1,.000,205,384,.534,.532,139,211,.659,135,166,301,89,25,9,97,149,549
55,Michael Cage,C,35,PHI,82,24,1247,66,141,.468,0,0,,66,141,.468,.468,19,41,.463,112,208,320,43,48,42,17,118,151
56,Adrian Caldwell,PF,30,TOT,45,0,569,40,92,.435,0,2,.000,40,90,.444,.435,21,50,.420,58,109,167,12,16,8,28,87,101
57,Marcus Camby,C,22,TOR,63,38,1897,375,778,.482,2,14,.143,373,764,.488,.483,183,264,.693,131,263,394,97,66,130,134,214,935
58,Elden Campbell,PF,28,LAL,77,77,2516,442,942,.469,1,4,.250,441,938,.470,.470,263,370,.711,207,408,615,126,46,117,130,276,1148
59,Antoine Carr,PF,35,UTA,82,0,1460,252,522,.483,0,3,.000,252,519,.486,.483,99,127,.780,60,135,195,74,24,63,75,214,603
60,Chris Carr,SG,22,MIN,55,10,830,125,271,.461,31,88,.352,94,183,.514,.518,56,73,.767,31,82,113,48,24,10,37,93,337
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Jimmy Carruth,PF,27,MIL,4,0,21,2,3,.667,0,0,,2,3,.667,.667,1,1,1.000,0,4,4,0,0,2,1,4,5
62,Sam Cassell,PG,27,TOT,61,44,1714,337,783,.430,81,231,.351,256,552,.464,.482,212,251,.845,47,135,182,305,77,19,168,200,967
63,Duane Causwell,C,28,SAC,46,8,581,48,94,.511,2,3,.667,46,91,.505,.521,20,37,.541,57,70,127,20,15,38,34,131,118
64,Cedric Ceballos,SF,27,TOT,50,40,1426,282,617,.457,26,102,.255,256,515,.497,.478,139,186,.747,102,228,330,64,33,23,85,113,729
65,Tom Chambers,PF,37,CHH,12,5,83,7,31,.226,2,3,.667,5,28,.179,.258,3,4,.750,3,11,14,4,1,0,9,14,19
66,Rex Chapman,SG,29,PHO,65,33,1833,332,749,.443,110,314,.350,222,435,.510,.517,124,149,.832,25,156,181,182,52,7,96,108,898
67,Calbert Cheaney,SG,25,WSB,79,79,2411,369,730,.505,4,30,.133,365,700,.521,.508,95,137,.693,70,198,268,114,77,18,94,226,837
68,Pete Chilcutt,PF,28,VAN,54,1,662,72,165,.436,25,69,.362,47,96,.490,.512,13,22,.591,67,89,156,47,26,17,28,52,182
69,Randolph Childress,PG,24,TOT,23,0,155,14,40,.350,5,19,.263,9,21,.429,.413,6,8,.750,1,5,6,17,9,0,18,16,39
70,Chris Childs,PG,29,NYK,65,61,2076,211,510,.414,70,181,.387,141,329,.429,.482,113,149,.758,22,169,191,398,78,11,180,213,605
71,Doug Christie,SG,26,TOR,81,81,3127,396,949,.417,147,383,.384,249,566,.440,.495,237,306,.775,85,347,432,315,201,45,200,245,1176
72,Derrick Coleman,PF,29,PHI,57,54,2102,364,836,.435,32,119,.269,332,717,.463,.455,272,365,.745,157,416,573,193,50,75,184,164,1032
73,Bimbo Coles,PG,28,GSW,51,13,1183,122,314,.389,30,102,.294,92,212,.434,.436,37,49,.755,39,79,118,149,35,7,59,96,311
74,Marty Conlon,C,29,BOS,74,15,1614,214,454,.471,2,10,.200,212,444,.477,.474,144,171,.842,128,195,323,104,46,18,109,154,574
75,Tyrone Corbin,SF,34,ATL,70,65,2305,253,600,.422,74,208,.356,179,392,.457,.483,86,108,.796,76,218,294,124,90,7,85,176,666
76,Joe Courtney,PF,27,TOT,9,0,100,11,30,.367,0,0,,11,30,.367,.367,3,5,.600,9,7,16,0,0,0,3,14,25
77,John Crotty,PG,27,MIA,48,0,659,79,154,.513,20,49,.408,59,105,.562,.578,54,64,.844,15,32,47,102,18,0,42,79,232
78,Terry Cummings,PF,35,SEA,45,3,828,155,319,.486,3,5,.600,152,314,.484,.491,57,82,.695,70,113,183,39,33,7,45,113,370
79,Earl Cureton,PF,39,TOR,9,0,46,3,8,.375,0,0,,3,8,.375,.375,1,3,.333,4,5,9,4,0,0,1,10,7
80,Dell Curry,SG,32,CHH,68,20,2078,384,836,.459,126,296,.426,258,540,.478,.535,114,142,.803,40,171,211,118,60,14,93,147,1008
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Michael Curry,SG,28,DET,81,2,1217,99,221,.448,23,77,.299,76,144,.528,.500,97,108,.898,23,96,119,43,31,12,28,128,318
82,Erick Dampier,C,21,IND,72,21,1052,131,336,.390,1,1,1.000,130,335,.388,.391,107,168,.637,96,198,294,43,19,73,84,153,370
83,Lloyd Daniels,SG,29,TOT,22,0,310,36,119,.303,21,70,.300,15,49,.306,.391,5,6,.833,19,24,43,26,10,3,14,33,98
84,Sasha Danilovic,SG,26,TOT,56,42,1789,248,570,.435,85,236,.360,163,334,.488,.510,121,151,.801,29,107,136,102,54,9,116,160,702
85,Yinka Dare,C,24,NJN,41,2,313,19,54,.352,0,0,,19,54,.352,.352,19,37,.514,35,47,82,3,4,28,21,51,57
86,Antonio Davis,PF,28,IND,82,28,2335,308,641,.480,1,14,.071,307,627,.490,.481,241,362,.666,190,408,598,65,42,84,141,260,858
87,Ben Davis,PF,24,PHO,20,0,98,10,26,.385,0,0,,10,26,.385,.385,9,20,.450,12,15,27,0,4,1,3,16,29
88,Dale Davis,PF,27,IND,80,76,2589,370,688,.538,0,0,,370,688,.538,.538,92,215,.428,301,471,772,59,60,77,108,233,832
89,Emanual Davis,PG,28,HOU,13,0,230,24,54,.444,12,27,.444,12,27,.444,.556,5,8,.625,2,20,22,26,9,2,17,20,65
90,Hubert Davis,SG,26,TOR,36,0,623,74,184,.402,16,70,.229,58,114,.509,.446,17,23,.739,11,29,40,34,11,2,21,40,181
91,Mark Davis,SF,23,PHI,75,17,1705,251,535,.469,24,93,.258,227,442,.514,.492,113,168,.673,138,185,323,135,85,31,118,230,639
92,Todd Day,SG,27,BOS,81,27,2277,398,999,.398,126,348,.362,272,651,.418,.461,256,331,.773,109,221,330,117,108,48,127,208,1178
93,Andrew DeClercq,C,23,GSW,71,1,1065,142,273,.520,0,0,,142,273,.520,.520,91,151,.603,122,176,298,32,33,27,76,229,375
94,Terry Dehere,PG,25,LAC,73,3,1053,148,383,.386,52,160,.325,96,223,.430,.454,122,148,.824,15,80,95,158,27,3,96,142,470
95,Vinny Del Negro,SG,30,SAS,72,53,2243,365,781,.467,44,140,.314,321,641,.501,.496,112,129,.868,39,171,210,231,59,7,92,131,886
96,Bison Dele,C,27,CHI,9,0,138,26,63,.413,0,0,,26,63,.413,.413,11,15,.733,14,19,33,12,3,5,11,20,63
97,Tony Delk,PG,23,CHH,61,1,867,119,256,.465,52,112,.464,67,144,.465,.566,42,51,.824,31,68,99,99,36,6,68,71,332
98,Dell Demps,SG,26,ORL,2,0,10,0,3,.000,0,1,.000,0,2,.000,.000,2,2,1.000,0,0,0,0,1,0,0,1,2
99,Vlade Divac,C,28,CHH,81,80,2840,418,847,.494,11,47,.234,407,800,.509,.500,177,259,.683,241,484,725,301,103,180,193,277,1024
100,Aleksandar Djordjevic,SG,29,POR,8,0,61,8,16,.500,5,7,.714,3,9,.333,.656,4,5,.800,1,4,5,5,0,0,5,3,25
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Sherman Douglas,PG,30,MIL,79,79,2316,306,610,.502,38,114,.333,268,496,.540,.533,114,171,.667,57,136,193,427,78,10,153,191,764
102,Greg Dreiling,C,34,DAL,40,3,389,34,74,.459,1,1,1.000,33,73,.452,.466,11,27,.407,19,57,76,11,8,7,9,65,80
103,Clyde Drexler*,SG,34,HOU,62,62,2271,397,899,.442,119,335,.355,278,564,.493,.508,201,268,.750,118,255,373,354,119,36,156,151,1114
104,Nate Driggers,SG,23,BOS,15,0,132,13,43,.302,0,9,.000,13,34,.382,.302,10,14,.714,12,10,22,6,3,2,6,10,36
105,Kevin Duckworth,C,32,LAC,26,22,384,45,103,.437,3,4,.750,42,99,.424,.451,11,16,.688,23,37,60,16,9,11,33,63,104
106,Chris Dudley,C,31,POR,81,14,1840,126,293,.430,0,0,,126,293,.430,.430,65,137,.474,204,389,593,41,39,96,80,247,317
107,Joe Dumars*,SG,33,DET,79,79,2923,385,875,.440,166,384,.432,219,491,.446,.535,222,256,.867,38,153,191,318,57,1,128,97,1158
108,Tony Dumas,SG,24,TOT,24,1,278,33,96,.344,4,28,.143,29,68,.426,.365,16,25,.640,3,13,16,25,10,2,16,45,86
109,Acie Earl,C,26,TOT,47,0,500,67,180,.372,0,5,.000,67,175,.383,.372,54,84,.643,35,61,96,20,15,28,35,61,188
110,Tyus Edney,PG,23,SAC,70,20,1376,150,391,.384,8,42,.190,142,349,.407,.394,177,215,.823,34,79,113,226,60,2,112,98,485
111,Blue Edwards,SF,31,VAN,61,12,1439,182,458,.397,25,89,.281,157,369,.425,.425,89,109,.817,49,140,189,114,38,20,81,135,478
112,Kevin Edwards,PG,31,NJN,32,0,477,69,183,.377,15,43,.349,54,140,.386,.418,37,43,.860,9,34,43,57,17,4,49,34,190
113,Craig Ehlo,SG,35,SEA,62,0,848,87,248,.351,27,95,.284,60,153,.392,.405,13,26,.500,39,71,110,68,36,4,45,71,214
114,Howard Eisley,PG,24,UTA,82,0,1083,139,308,.451,20,72,.278,119,236,.504,.484,70,89,.787,20,64,84,198,44,10,110,141,368
115,Mario Elie,SF,33,HOU,78,77,2687,291,585,.497,120,286,.420,171,299,.572,.600,207,231,.896,60,175,235,310,92,12,135,200,909
116,Sean Elliott,SF,28,SAS,39,39,1393,196,464,.422,42,126,.333,154,338,.456,.468,148,196,.755,48,142,190,124,24,24,89,105,582
117,Dale Ellis,SF,36,DEN,82,51,2940,477,1151,.414,192,528,.364,285,623,.457,.498,215,263,.817,99,194,293,165,60,7,146,178,1361
118,LaPhonso Ellis,PF,26,DEN,55,49,2002,445,1014,.439,95,259,.367,350,755,.464,.486,218,282,.773,107,279,386,131,44,41,117,181,1203
119,Pervis Ellison,PF,29,BOS,6,4,125,6,16,.375,0,0,,6,16,.375,.375,3,5,.600,9,17,26,4,5,9,7,21,15
120,Brian Evans,SF,23,ORL,14,0,59,8,22,.364,4,8,.500,4,14,.286,.455,0,0,,1,7,8,7,1,2,2,6,20
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Patrick Ewing*,C,34,NYK,78,78,2887,655,1342,.488,2,9,.222,653,1333,.490,.489,439,582,.754,175,659,834,156,69,189,269,250,1751
122,Jamie Feick,PF-C,22,TOT,41,0,624,56,157,.357,5,14,.357,51,143,.357,.373,34,67,.507,82,132,214,26,16,14,31,78,151
123,Duane Ferrell,SF,31,IND,62,18,1115,159,337,.472,18,44,.409,141,293,.481,.499,58,94,.617,57,84,141,66,38,6,55,120,394
124,Danny Ferry,PF,30,CLE,82,48,2633,341,794,.429,114,284,.401,227,510,.445,.501,74,87,.851,82,255,337,151,56,32,94,245,870
125,Michael Finley,SF,23,TOT,83,54,2790,475,1071,.444,101,280,.361,374,791,.473,.491,198,245,.808,88,284,372,224,68,24,164,138,1249
126,Matt Fish,C,27,TOT,6,0,8,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,4,5,0,0,0,2,2,2
127,Derek Fisher,PG,22,LAL,80,3,921,104,262,.397,22,73,.301,82,189,.434,.439,79,120,.658,25,72,97,119,41,5,71,87,309
128,Greg Foster,C,28,UTA,79,12,920,111,245,.453,2,3,.667,109,242,.450,.457,54,65,.831,56,131,187,31,10,20,54,145,278
129,Rick Fox,SF,27,BOS,76,75,2650,433,950,.456,101,278,.363,332,672,.494,.509,207,263,.787,114,280,394,286,167,40,178,279,1174
130,Todd Fuller,C,22,GSW,75,18,949,114,266,.429,0,0,,114,266,.429,.429,76,110,.691,108,141,249,24,10,20,52,146,304
131,Kevin Gamble,SF,31,SAC,62,2,953,123,286,.430,54,112,.482,69,174,.397,.524,7,10,.700,13,94,107,77,21,17,27,76,307
132,Kevin Garnett,SF,20,MIN,77,77,2995,549,1100,.499,6,21,.286,543,1079,.503,.502,205,272,.754,190,428,618,236,105,163,175,199,1309
133,Dean Garrett,C,30,MIN,68,47,1665,223,389,.573,0,0,,223,389,.573,.573,96,138,.696,149,346,495,38,40,95,34,158,542
134,Chris Gatling,PF,29,TOT,47,1,1283,327,623,.525,1,6,.167,326,617,.528,.526,236,329,.717,134,236,370,28,39,31,120,138,891
135,Reggie Geary,PG,23,CLE,39,0,246,22,58,.379,8,21,.381,14,37,.378,.448,5,11,.455,4,11,15,36,13,2,15,36,57
136,Matt Geiger,C,27,CHH,49,13,1044,171,350,.489,6,20,.300,165,330,.500,.497,89,127,.701,100,158,258,38,20,27,67,153,437
137,Kendall Gill,SF,28,NJN,82,81,3199,644,1453,.443,74,220,.336,570,1233,.462,.469,427,536,.797,183,316,499,326,154,46,218,225,1789
138,Armen Gilliam,PF,32,MIL,80,25,2050,246,522,.471,0,0,,246,522,.471,.471,199,259,.768,136,361,497,53,61,40,105,206,691
139,Anthony Goldwire,PG,25,TOT,60,30,1188,131,330,.397,64,153,.418,67,177,.379,.494,61,78,.782,12,72,84,219,33,2,76,104,387
140,Greg Graham,SG,26,SEA,28,0,197,29,80,.363,9,31,.290,20,49,.408,.419,26,40,.650,2,11,13,11,12,1,10,12,93
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Brian Grant,PF,24,SAC,24,15,607,91,207,.440,0,0,,91,207,.440,.440,70,90,.778,49,93,142,28,19,25,44,75,252
142,Gary Grant,PG,31,MIA,28,0,365,39,110,.355,14,46,.304,25,64,.391,.418,18,22,.818,8,30,38,45,16,0,27,39,110
143,Harvey Grant,PF,31,WSB,78,25,1604,129,314,.411,28,89,.315,101,225,.449,.455,30,39,.769,63,193,256,68,46,48,30,167,316
144,Horace Grant,PF,31,ORL,67,67,2496,358,695,.515,1,6,.167,357,689,.518,.516,128,179,.715,206,394,600,163,101,65,99,157,845
145,Devin Gray,PF,24,TOT,6,0,49,8,26,.308,0,0,,8,26,.308,.308,2,5,.400,6,8,14,2,4,0,5,11,18
146,Evric Gray,SF,27,NJN,5,0,42,4,15,.267,1,4,.250,3,11,.273,.300,4,4,1.000,1,2,3,2,1,0,3,5,13
147,Jeff Grayer,SG,31,SAC,25,0,316,38,83,.458,4,11,.364,34,72,.472,.482,11,20,.550,21,17,38,25,8,7,15,42,91
148,A.C. Green,PF,33,TOT,83,73,2492,234,484,.483,1,20,.050,233,464,.502,.485,128,197,.650,222,434,656,69,70,16,74,145,597
149,Litterial Green,PG,26,DET,45,0,311,30,64,.469,0,10,.000,30,54,.556,.469,30,47,.638,6,16,22,41,16,1,15,27,90
150,Tom Gugliotta,PF,27,MIN,81,81,3131,592,1339,.442,24,93,.258,568,1246,.456,.451,464,566,.820,187,515,702,335,130,89,293,237,1672
151,Jack Haley,C,33,NJN,20,0,74,13,37,.351,0,0,,13,37,.351,.351,14,19,.737,13,19,32,5,1,1,2,14,40
152,Darvin Ham,SF,23,TOT,36,3,318,33,62,.532,0,0,,33,62,.532,.532,17,35,.486,29,27,56,14,9,8,22,57,83
153,Steve Hamer,C,23,BOS,35,3,268,30,57,.526,0,2,.000,30,55,.545,.526,16,29,.552,17,43,60,7,2,4,13,39,76
154,Tom Hammonds,PF,29,DEN,81,8,1758,191,398,.480,0,2,.000,191,396,.482,.480,124,172,.721,135,266,401,64,16,24,88,205,506
155,Darrin Hancock,SF,25,TOT,24,0,133,16,35,.457,0,0,,16,35,.457,.457,10,14,.714,4,14,18,12,9,1,11,15,42
156,Anfernee Hardaway,PG,25,ORL,59,59,2221,421,941,.447,85,267,.318,336,674,.499,.493,283,345,.820,82,181,263,332,93,35,145,123,1210
157,Tim Hardaway,PG,30,MIA,81,81,3136,575,1384,.415,203,590,.344,372,794,.469,.489,291,364,.799,49,228,277,695,151,9,230,165,1644
158,Derek Harper,PG,35,DAL,75,29,2210,299,674,.444,60,176,.341,239,498,.480,.488,95,128,.742,30,107,137,321,92,12,132,144,753
159,Ron Harper,SG,33,CHI,76,74,1740,177,406,.436,68,188,.362,109,218,.500,.520,58,82,.707,46,147,193,191,86,38,50,138,480
160,Othella Harrington,PF,23,HOU,57,1,860,112,204,.549,0,3,.000,112,201,.557,.549,49,81,.605,75,123,198,18,12,22,57,112,273
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Lucious Harris,SG,26,PHI,54,3,813,112,294,.381,36,99,.364,76,195,.390,.442,33,47,.702,27,44,71,50,41,3,34,45,293
162,Antonio Harvey,PF,26,SEA,6,0,26,5,11,.455,0,0,,5,11,.455,.455,5,6,.833,2,8,10,1,0,4,1,8,15
163,Hersey Hawkins,SG,30,SEA,82,82,2755,369,795,.464,143,355,.403,226,440,.514,.554,258,295,.875,92,228,320,250,159,12,130,146,1139
164,Michael Hawkins,PG,24,BOS,29,0,326,29,68,.426,10,31,.323,19,37,.514,.500,12,15,.800,9,22,31,64,16,1,28,40,80
165,Shane Heal,PG,26,MIN,43,0,236,26,97,.268,20,65,.308,6,32,.188,.371,3,5,.600,2,16,18,33,3,3,17,20,75
166,Alan Henderson,PF,24,ATL,30,0,501,77,162,.475,0,0,,77,162,.475,.475,45,75,.600,47,69,116,23,21,6,29,73,199
167,Mark Hendrickson,PF,22,PHI,29,1,301,32,77,.416,3,12,.250,29,65,.446,.435,18,26,.692,35,57,92,3,10,4,14,32,85
168,Carl Herrera,PF,30,SAS,75,58,1837,257,593,.433,2,6,.333,255,587,.434,.435,81,118,.686,118,222,340,50,62,53,95,217,597
169,Grant Hill,SF,24,DET,80,80,3147,625,1259,.496,10,33,.303,615,1226,.502,.500,450,633,.711,123,598,721,583,144,48,259,186,1710
170,Tyrone Hill,C,28,CLE,74,70,2582,357,595,.600,0,1,.000,357,594,.601,.600,241,381,.633,259,477,736,92,63,30,147,268,955
171,Fred Hoiberg,SG,24,IND,47,0,572,67,156,.429,29,70,.414,38,86,.442,.522,61,77,.792,13,68,81,41,27,6,22,51,224
172,Jeff Hornacek,SG,33,UTA,82,82,2592,413,856,.482,72,195,.369,341,661,.516,.525,293,326,.899,60,181,241,361,124,26,134,188,1191
173,Robert Horry,SF,26,TOT,54,29,1395,157,360,.436,49,154,.318,108,206,.524,.504,60,90,.667,68,169,237,110,66,55,72,153,423
